Hour,Access,Alcohol,Align,Day,Hit,Light,Collision,Interection,Weather,ADT,Num Lanes,Pav Width,Dr Age,Dr Cond.,Dr Distract,Dr Gender,Num Occ,Veh Year,Violations,Ped Age,Ped Cond.,Ped Inj.,Ped Gender
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Unk,Outside Vehicle,Male,One,2001-2010,Careless Operation,25-34,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Unk,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Inattentive/Distracted,Outside Vehicle,Male,Three,1991-2000,Driver Condition,45-54,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,Two,2001-2010,No Violations,35-44,Unk,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,65-74,Normal,Not Distracted,Female,One,2001-2010,No Violations,35-44,Unk,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,Two,1991-2000,No Violations,Unk,Inattentive/Distracted,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Unk,Unk,Male,One,2001-2010,Driver Condition,35-44,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Rear End,TRUE,Clear,Over 10000,Six,Very Wide,25-34,Inattentive/Distracted,Not Distracted,Male,One,1990 and Before,Unk,Unk,Normal,No Injury,Unk
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Male,One,2001-2010,No Violations,45-54,Inattentive/Distracted,Fatal,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,1990 and Before,Unk,Unk,Unk,Moderate,Female
12PM-6PM,No Control,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Impaired,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Unk,Unk,Female,One,2001-2010,Unk,55-64,Unk,Moderate,Female
12PM-6PM,Unk,FALSE,Straight-Level,Weekend,FALSE,Daylight,Rear End,TRUE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,Five or more,2001-2010,Unk,Unk,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,35-44,Normal,Complaint,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Impaired,Unk,Female,One,2001-2010,Driver Condition,65-74,Unk,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Female,Two,2001-2010,Improper Backing,15-24,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Unk,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Outside Vehicle,Male,Two,2001-2010,No Violations,15-24,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,FALSE,Abnormal,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,1991-2000,No Violations,15-24,Inattentive/Distracted,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Over 10000,Four,Very Wide,75-Inf,Normal,Not Distracted,Male,Two,2001-2010,No Violations,15-24,Unk,Complaint,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,One,1991-2000,No Violations,45-54,Unk,Complaint,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Male,One,1991-2000,Careless Operation,25-34,Unk,Moderate,Male
6AM-12PM,No Control,TRUE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,1991-2000,No Violations,55-64,Impaired,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Rear End,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,1991-2000,No Violations,15-24,Inattentive/Distracted,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Abnormal,Over 10000,Two,Wide,15-24,Inattentive/Distracted,Outside Vehicle,Male,One,2001-2010,Careless Operation,55-64,Unk,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,25-34,Unk,Unk,Male,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Complaint,Female
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Left Turn,TRUE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Unk,Male,One,1991-2000,Failure To Yield,15-24,Unk,Complaint,Female
12AM-6AM,Partial Control,TRUE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Unk,TRUE,Abnormal,5001-10000,Two,Wide,45-54,Inattentive/Distracted,Outside Vehicle,Male,One,1991-2000,Unk,25-34,Unk,Complaint,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Not Distracted,Male,One,2001-2010,No Violations,35-44,Unk,Severe,Female
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Unk,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Unk,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,1991-2000,Unk,Unk,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Left Turn,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Female,One,1991-2000,No Violations,Unk,Unk,Fatal,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Unk,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Sideswipe,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,35-44,Normal,Complaint,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Right Turn,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Disregarded Traffic Control,35-44,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1990 and Before,Failure To Yield,Unk,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Not Distracted,Male,One,1990 and Before,No Violations,Unk,Unk,Fatal,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Careless Operation,15-24,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Left Turn,TRUE,Clear,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,Unk,35-44,Unk,Moderate,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Two,Narrow,25-34,Impaired,Not Distracted,Male,Three,2001-2010,Driver Condition,15-24,Unk,Severe,Male
6AM-12PM,Full Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Rear End,TRUE,Clear,Over 10000,Six,Very Wide,35-44,Normal,Not Distracted,Male,One,2001-2010,Vehicle Condition,35-44,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,2001-2010,Failure To Yield,Unk,Normal,No Injury,Unk
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Female,One,Unk ,Unk,Unk,Unk,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,Two,1991-2000,No Violations,Unk,Inattentive/Distracted,Complaint,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Abnormal,Unk,No Info.,Unk,55-64,Impaired,Not Distracted,Male,One,1991-2000,No Violations,35-44,Unk,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,45-54,Normal,Unk,Female,One,2001-2010,Improper Backing,Unk,Unk,No Injury,Unk
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Male,One,2001-2010,Failure To Yield,Unk,Inattentive/Distracted,No Injury,Unk
12PM-6PM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,45-54,Unk,Unk,Male,One,2001-2010,Careless Operation,Unk,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Left Turn,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Unk,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,1991-2000,Unk,55-64,Normal,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,Unk,Normal,No Injury,Unk
6PM-12AM,Full Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Right Angle,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Failure To Yield,45-54,Unk,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Outside Vehicle,Male,One,2001-2010,Unk,55-64,Unk,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,65-74,Normal,Unk,Female,One,2001-2010,Unk,45-54,Normal,Moderate,Female
6AM-12PM,Unk,FALSE,"Dip, Hump",Weekday,TRUE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,2001-2010,Unk,25-34,Unk,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,35-44,Unk,Unk,Male,One,2001-2010,Unk,55-64,Unk,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Male,One,2001-2010,No Violations,25-34,Inattentive/Distracted,Complaint,Male
12PM-6PM,Partial Control,TRUE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Head-On,TRUE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Male,One,1990 and Before,No Violations,Unk,Impaired,No Injury,Unk
12AM-6AM,Partial Control,TRUE,Straight-Level,Weekday,TRUE,Dark - Street Light,Right Angle,FALSE,Clear,Unk,No Info.,Unk,15-24,Impaired,Not Distracted,Male,One,1991-2000,Driver Condition,55-64,Impaired,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,1990 and Before,Unk,Unk,Unk,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Normal,Moderate,Male
12PM-6PM,No Control,TRUE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,1991-2000,No Violations,45-54,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,2001-2010,Unk,75-Inf,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Male,One,Unk ,Failure To Yield,45-54,Unk,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,45-54,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Unk,Male,Two,1991-2000,Disregarded Traffic Control,35-44,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Abnormal,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,1991-2000,No Violations,35-44,Unk,Complaint,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Impaired,Moderate,Male
6AM-12PM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Unk,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,Unk ,Careless Operation,55-64,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,25-34,Normal,Unk,Male,Two,2001-2010,No Violations,Unk,Normal,No Injury,Unk
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,Three,1991-2000,Unk,45-54,Normal,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,"Dusk, Dawn",Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,Unk,Normal,Severe,Male
12PM-6PM,No Control,TRUE,Straight-Level,Weekday,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Cell Phone,Male,One,1991-2000,Careless Operation,Unk,Normal,No Injury,Unk
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1991-2000,Unk,Unk,Normal,No Injury,Unk
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,1990 and Before,Unk,25-34,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,Unk,Normal,No Injury,Unk
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Unk,Unk,No Info.,Unk,25-34,Impaired,Unk,Male,One,1991-2000,Driver Condition,Unk,Normal,Fatal,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Outside Vehicle,Male,Two,1990 and Before,Careless Operation,15-24,Normal,Severe,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,5001-10000,Four,Very Wide,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
12PM-6PM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Normal,No Injury,Unk
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,TRUE,"Dusk, Dawn",Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Unk,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,1991-2000,No Violations,Unk,Unk,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Sideswipe,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,55-64,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Unk,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,2001-2010,Unk,25-34,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Unk,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,2001-2010,Unk,35-44,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Unk,Not Distracted,Male,Two,2001-2010,No Violations,45-54,Unk,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,Three,1991-2000,Improper Backing,45-54,Normal,Complaint,Male
6PM-12AM,Unk,TRUE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Male,One,1991-2000,No Violations,45-54,Impaired,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,25-34,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Unk,Severe,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Unk,Unk,Male,One,1990 and Before,Unk,Unk,Unk,No Injury,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Unk,Male,One,2001-2010,No Violations,Unk,Unk,Complaint,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Left Turn,TRUE,Clear,Over 10000,Four,Very Wide,45-54,Impaired,Not Distracted,Male,Two,1991-2000,No Violations,15-24,Unk,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,5001-10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,One,2001-2010,Unk,65-74,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,Two,2001-2010,No Violations,25-34,Unk,Complaint,Male
6PM-12AM,Full Control,FALSE,Straight-Level,Weekday,TRUE,Unk,Unk,FALSE,Clear,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,Unk,35-44,Normal,Complaint,Male
6PM-12AM,Full Control,TRUE,Straight-Level,Weekend,TRUE,Dark - No Street Lights,Head-On,FALSE,Abnormal,Over 10000,Four,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,No Violations,55-64,Impaired,Severe,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,25-34,Unk,No Injury,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Illness,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Complaint,Female
6AM-12PM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,1991-2000,No Violations,Unk,Unk,Severe,Unk
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Right Angle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,Two,2001-2010,Failure To Yield,25-34,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Unk,Right Angle,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Male,One,1991-2000,No Violations,Unk,Normal,No Injury,Unk
12PM-6PM,Full Control,FALSE,On Grade,Weekend,TRUE,Daylight,Rear End,FALSE,Clear,Over 10000,Six,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,"Cutting In, Improper Passing",Unk,Unk,No Injury,Female
12PM-6PM,Full Control,FALSE,On Grade,Weekend,TRUE,Daylight,Rear End,FALSE,Clear,Over 10000,Six,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,"Cutting In, Improper Passing",25-34,Unk,Moderate,Male
12PM-6PM,Full Control,FALSE,On Grade,Weekend,TRUE,Daylight,Rear End,FALSE,Clear,Over 10000,Six,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,"Cutting In, Improper Passing",15-24,Unk,Severe,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,55-64,Normal,Unk,Male,One,2001-2010,Failure To Yield,35-44,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,75-Inf,Normal,Not Distracted,Female,Two,2001-2010,Unk,45-54,Unk,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1991-2000,Failure To Yield,25-34,Normal,Complaint,Female
6AM-12PM,Full Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,2001-2010,"Cutting In, Improper Passing",35-44,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,TRUE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,2001-2010,Unk,35-44,Unk,Complaint,Female
6PM-12AM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Unk,Unk,Male,Two,2001-2010,Unk,35-44,Unk,Moderate,Female
6PM-12AM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,45-54,Unk,Unk,Male,Two,2001-2010,Unk,45-54,Unk,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Unk,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Female,One,Unk ,Unk,35-44,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,Three,1991-2000,No Violations,15-24,Unk,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,One,1991-2000,No Violations,Unk,Unk,Moderate,Male
